Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Pub_final,Plat
Resident Evil: Revelations 2,X360,2015,Action,Capcom,0.04,0.02,0,0.01,0.07,,,6.6,48,Capcom,Mature,Other,Xbox
Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0,0,0.07,59,11,6,5,Warthog,Everyone,Electronic Arts,Xbox
Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0,0.01,0.07,36,39,5.6,50,Blue Omega,Mature,Other,Xbox
Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0,0,0.07,71,20,9,5,Omega Force,Teen,Other,Xbox
FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0,0,0.07,83,17,6.2,12,EA Canada,Everyone,Electronic Arts,Nintendo
Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07,67,7,6.8,34,Compile Heart,Teen,Other,Playstation
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0,0,0,0.07,73,18,8,4,SNK Playmore,Teen,Other,Nintendo
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0,0,0.01,0.07,32,11,4.6,10,Left Field Productions,Everyone,Other,Playstation
Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0,0,0.07,77,24,8.3,21,Ubisoft Shanghai,Everyone,Ubisoft,Nintendo
Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0,0,0.01,0.07,,,2.8,10,Robomodo,Teen,Activision,Xbox
The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0,0,0.07,47,20,5.4,7,Top Heavy Studios,Mature,Other,Xbox
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.06,0.01,0,0.01,0.07,,,7,7,Harmonix Music Systems,E10+,Other,Xbox
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.06,0,0,0.01,0.07,61,23,7.4,14,G-Artists,Teen,Other,Playstation
Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07,49,5,5.6,7,Ubisoft,E10+,Ubisoft,Nintendo
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.03,0,0.03,0.01,0.07,,,7.8,28,Arc System Works,Teen,Other,Playstation
Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0,0.01,0.07,75,27,8.3,6,Koei,Teen,Other,Playstation
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63,12,7,16,TOYBOX,Teen,Other,Playstation
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07,55,32,7.4,45,Dimps Corporation,Unknown,Other,Playstation
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0,0.04,0.01,0.07,72,20,8.5,22,Sandlot,Teen,Other,Playstation
Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,49,6,6.5,13,Epics,Everyone,Other,Nintendo
RayStorm,PS,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0,0,0.07,79,7,7.8,4,Taito Corporation,Everyone,Sony,Playstation
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,58,10,6.8,15,Koei Tecmo Games,Teen,Other,Xbox
Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0,0,0.07,47,24,6.1,7,Argonaut Games,Teen,Electronic Arts,Nintendo
Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07,56,35,8.3,17,Goshow,Mature,Other,Playstation
Football Manager 2010,PC,2009,Sports,Sega,0,0.06,0,0.01,0.07,87,33,9,262,Sports Interactive,Everyone,Other,PC
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01,0.07,33,19,2.7,16,Leviathan Games,Mature,Other,Nintendo
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57,26,6.4,56,Compile Heart,Teen,Other,Playstation
BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,67,30,8.9,11,Konami,E10+,Other,Playstation
Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,0.03,0.03,0,0.01,0.07,72,12,7.5,4,Treasure,Teen,Other,Playstation
Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.06,0,0,0,0.07,35,6,5.6,11,Box Clever Interactive,E10+,Other,Nintendo
Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0,0,0.07,73,24,8.3,15,Creative Assembly,Mature,Other,Nintendo
Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0,0,0.07,73,35,7.8,4,Edge of Reality,Everyone,Activision,Xbox
River City Ransom EX,GBA,2004,Action,Atlus,0.05,0.02,0,0,0.07,75,21,8.4,7,Million,Teen,Other,Nintendo
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0,0.01,0.07,59,26,5.9,22,Traveller's Tales,E10+,Other,Xbox
Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0,0.01,0.07,83,54,8.7,489,Lionhead Studios,Mature,Microsoft Game Studios,PC
Crazy Taxi 2,DC,2001,Racing,Sega,0,0,0.07,0,0.07,82,18,8.1,29,Hitmaker,Teen,Other,Sega
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07,78,20,7.3,29,Maxis,Teen,Electronic Arts,PC
The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0,0.06,0,0.01,0.07,73,18,8,128,Frogwares,Mature,Other,PC
Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.03,0.03,0,0.01,0.07,79,21,8.2,13,Sandlot,Teen,Other,Playstation
Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0,0.01,0.07,58,15,8,7,Human Soft,Teen,Other,Nintendo
Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,0.06,0,0,0.01,0.07,55,8,7.4,8,Sabertooth Games,Teen,Other,Playstation
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.01,0.05,0,0.01,0.07,72,31,7.8,22,"Ubisoft, FunHouse",E10+,Ubisoft,Playstation
Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0,0,0,0.07,65,16,6.3,4,Coyote Console,Teen,Other,Nintendo
Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0,0.01,0.07,58,11,7.8,5,Enterbrain,Teen,Other,Playstation
Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0,0.01,0.07,61,31,7.7,9,SCEJ,Mature,Sony,Playstation
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0,0,0.07,57,9,8.3,10,Namco,Teen,Sony,Playstation
NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0,0,0.07,75,18,5.6,5,EA Sports,Everyone,Electronic Arts,Nintendo
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0,0.06,0,0.01,0.07,88,22,8.2,49,Microsoft Game Studios,Everyone,Microsoft Game Studios,PC
Anubis II,Wii,2007,Platform,Metro 3D,0.06,0,0,0,0.07,19,5,2.7,28,Data Design Interactive,Everyone,Other,Nintendo
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0,0.07,80,34,7.9,171,Daedalic Entertainment,Unknown,Other,PC
The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0,0.06,0,0.01,0.07,63,9,8.6,7,KING Art,Unknown,Other,Playstation
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07,56,23,5.4,43,Saber Interactive,Mature,Other,Playstation
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,0.03,0.04,0,0.07,79,44,6.2,85,Capcom,Teen,Other,Xbox
The Powerpuff Girls: Relish Rampage,GC,2002,Action,BAM! Entertainment,0.05,0.01,0,0,0.07,,,7.6,5,VIS Entertainment,Everyone,Other,Nintendo
Army Men: RTS,GC,2004,Strategy,Global Star,0.05,0.01,0,0,0.07,,,8.5,4,Pandemic Studios,Teen,Other,Nintendo
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70,6,8,24,Climax Studios,Teen,Ubisoft,Playstation
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0,0.05,0,0.07,56,30,6,7,Hit Maker,E10+,Other,Playstation
N+,DS,2007,Platform,Atari,0.06,0,0,0,0.07,82,20,7.4,20,"Metanet Software Inc., SilverBirch Studios",Everyone,Other,Nintendo
Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0,0.01,0.07,65,27,8.9,39,Hydravision,Mature,Other,Playstation
Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0,0,0.07,84,22,7.7,7,Black Box,Everyone,Other,Nintendo
Deep Labyrinth,DS,2006,Action,505 Games,0.06,0,0,0,0.07,57,18,8.8,4,Interactive Brains,E10+,Other,Nintendo
Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0,0,0.07,61,19,7.2,9,Point of View,Mature,Electronic Arts,Nintendo
God Hand,PS2,2006,Action,Capcom,0,0,0.07,0,0.07,73,48,7.7,165,Clover Studio,Mature,Other,Playstation
Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,0.05,0.02,0,0,0.07,24,11,3.7,10,Powerhead Games,Everyone,Other,Nintendo
Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0,0,0.07,69,21,8.8,19,Blue Tongue Entertainment,Teen,Other,Xbox
RedCard 20-03,PS2,2002,Sports,Midway Games,0.03,0.03,0,0.01,0.07,73,19,9,6,Midway,Everyone,Other,Playstation
Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0,0.01,0.07,61,25,6,6,Zed Two Limited,Teen,Other,Playstation
Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0,0,0.07,69,31,4.6,17,Reflections Interactive,Mature,Other,Xbox
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0,0.01,0.07,49,25,4.4,5,Doublesix,Teen,Other,Playstation
Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0,0,0.07,63,12,6.8,4,Ubisoft,Everyone,Ubisoft,Nintendo
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.05,0,0,0.07,53,17,5.1,44,Artdink,Teen,Other,Xbox
World Racing,XB,2003,Racing,TDK Mediactive,0.05,0.01,0,0,0.07,56,14,8.1,8,Synetic,Everyone,Other,Xbox
Resident Evil 5,PC,2009,Action,Capcom,0.01,0.04,0,0.01,0.07,86,30,7.1,597,Capcom,Mature,Other,PC
X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0,0,0.07,55,9,9.3,6,WayForward,E10+,Activision,Nintendo
The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.03,0.03,0,0.01,0.07,73,28,8.8,14,SNK Playmore,Teen,Other,Playstation
Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0,0.05,0,0.02,0.07,,,7.4,23,Sanzaru Games,Everyone,Sony,Playstation
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07,57,25,8.2,5,From Software,Teen,Other,Playstation
Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.07,83,4,7.9,47,Engine Software,Teen,Other,Playstation
Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.05,0.01,0,0,0.07,,,8.8,9,MagicWand,Teen,Activision,Nintendo
Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0,0,0.07,69,23,7.6,19,Team 17,Teen,Other,Nintendo
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01,0.07,,,6.3,4,Arc System Works,Teen,Other,Xbox
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0,0,0,0.07,57,11,6,25,Propaganda Games,Teen,Other,PC
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.04,0.02,0,0.01,0.07,,,7,9,Vicious Cycle,E10+,Other,Nintendo
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07,74,27,7.8,66,Nippon Ichi Software,Teen,Other,Playstation
Mayhem 3D,X360,2011,Racing,Evolved Games,0.06,0,0,0,0.07,47,4,8.6,9,Zoo Games,E10+,Other,Xbox
WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,0.05,0,0.01,0.07,89,15,8.4,115,Studio Liverpool,E10+,Sony,Playstation
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0,0.01,0.07,64,31,4.1,51,Interplay,Mature,Other,Playstation
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.06,0,0,0,0.07,54,37,7.1,15,h.a.n.d. Inc.,Teen,Other,Nintendo
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0,0,0.07,83,31,8.5,13,Treasure,E10+,Other,Nintendo
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07,61,18,5.6,95,Monte Cristo Multimedia,Everyone,Other,PC
Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0,0,0.07,67,15,8,6,Team 17,Teen,Other,Xbox
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0,0.01,0.07,71,26,8,5,Pandemic Studios,Mature,Other,Playstation
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60,7,7.5,29,Kadokawa,Mature,Other,Playstation
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0,0,0,0.07,64,24,6,9,Ubisoft,Everyone,Ubisoft,Nintendo
NHL Hitz Pro,XB,2003,Sports,Midway Games,0.05,0.01,0,0,0.07,81,23,8.8,12,Next Level Games,Everyone,Other,Xbox
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.07,72,14,7.2,23,Revolution Software,Teen,Other,Playstation
Alan Wake,PC,2012,Action,Nordic Games,0,0.06,0,0.01,0.06,83,30,8,1473,Remedy Entertainment,Teen,Other,PC
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0,0,0.06,44,8,4.4,69,Piranha Bytes,Mature,Other,Xbox
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0,0.01,0.01,0.06,54,14,6.3,8,Irem,E10+,Other,Playstation
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0,0,0.06,62,29,5,5,Silver Wish Games,Teen,Take-Two Interactive,Xbox
187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0,0,0.06,51,40,6.9,8,Ubisoft Paris,Mature,Ubisoft,Xbox
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0,0.01,0.06,69,16,7.9,14,Runtime,E10+,Other,Playstation
Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0,0,0.06,32,15,2.5,12,Light Weight,Mature,Other,Xbox
World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0,0,0.06,63,17,7.8,4,2K Sports,Teen,Take-Two Interactive,Xbox
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,81,19,8.5,71,Big Huge Games,Teen,Microsoft Game Studios,PC
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0,0,0,0.06,41,4,2.4,5,DiP Interactive,E10+,Other,Nintendo
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,51,38,6.7,11,KCET,Mature,Other,Playstation
Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0,0,0.06,49,5,1.5,4,Argonaut Games,Everyone,Electronic Arts,Xbox
GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.06,80,17,5.7,571,Codemasters,Everyone,Other,PC
Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0,0,0,0.06,,,6,5,FUN Labs,Teen,Activision,Nintendo
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55,31,6.7,37,"Image Epoch, Imageepoch",Mature,Other,Playstation
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0,0,0,0.06,63,36,7,12,Rebellion,Mature,Activision,Playstation
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,0.06,0,0.06,70,9,7.9,14,Omega Force,Teen,Other,Playstation
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,60,15,5,7,"Z-Axis, Ltd.",Mature,Other,Nintendo
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0,0.04,0.02,0,0.06,66,11,7.8,43,Ganbarion,Teen,Other,Nintendo
Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,85,20,7.7,7,"Z-Axis, Ltd.",Teen,Other,Xbox
Insecticide,DS,2008,Action,Gamecock,0.06,0,0,0,0.06,55,23,7,5,Creat Studios,E10+,Other,Nintendo
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0,0.01,0.06,68,23,8.6,8,Acclaim Studios Cheltenham,Teen,Other,Playstation
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0,0,0.06,0,0.06,70,15,7.5,48,"Nintendo, Nintendo Software Technology",Everyone,Nintendo,Nintendo
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,45,38,6.9,11,High Voltage Software,Teen,Other,Nintendo
Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0,0.06,37,13,5,25,Spike,Mature,Other,Nintendo
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0,0.02,0,0.06,76,44,8.5,4,M2,Everyone,Other,Playstation
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06,55,18,7.1,20,Koei,Mature,Other,Xbox
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,0.06,70,15,8.7,12,Tecmo,Everyone,Other,Playstation
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,45,16,7.8,10,Bec,Teen,Other,Playstation
F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0,0,0.06,83,11,5.5,8,EA Sports,Everyone,Electronic Arts,Xbox
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0,0,0,0.06,78,20,7.5,30,"IronNos Co.,Ltd.",Teen,Other,Playstation
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.06,79,15,8,15,DreamRift,Everyone,Other,Nintendo
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0,0,0,0.06,37,14,4.8,5,Neko Entertainment,Teen,Other,Nintendo
Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0,0,0.06,67,12,6.8,11,Pseudo Interactive,Teen,Electronic Arts,Nintendo
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0,0,0.06,74,24,4.4,606,EA DICE,Teen,Electronic Arts,PC
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,59,24,4.2,10,Cattle Call,Teen,Sony,Playstation
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0,0,0.06,68,19,6.2,6,Ubisoft,Teen,Ubisoft,Nintendo
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0,0,0,0.06,72,30,7.3,8,Tecmo,Everyone,Take-Two Interactive,Playstation
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0,0,0.06,32,9,5.8,10,Brainbox Games,Mature,Other,Xbox
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.06,,,7,29,Vanillaware,Teen,Other,Playstation
Assetto Corsa,PS4,2016,Racing,505 Games,0,0.05,0,0.01,0.06,73,35,6.2,70,Kunos Simulazioni,Everyone,Other,Playstation
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06,65,11,5.4,19,Visual Concepts,E10+,Take-Two Interactive,Nintendo
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0,0.01,0.06,57,21,7.9,16,THQ,Teen,Other,Nintendo
Johnny Test,DS,2011,Platform,505 Games,0.06,0,0,0,0.06,,,0.9,7,"505 Games, Sarbakan Inc.",Everyone,Other,Nintendo
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0,0.01,0.06,60,10,5.8,12,Spike Chunsoft,Teen,Other,Xbox
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0,0,0.06,76,12,7.7,27,Nadeo,Everyone,Ubisoft,Xbox
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0,0.06,82,8,5.8,173,Konami,Unknown,Other,PC
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0,0.02,0.01,0.06,83,31,8.3,116,"Spike Chunsoft, Chime",Mature,Other,Playstation
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06,72,11,6.4,15,Amaze Entertainment,Teen,Other,Nintendo
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,67,7,8.6,14,Koei,Teen,Other,Playstation
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0,0.06,65,5,8,5,Konami,Everyone,Other,Nintendo
Unchained Blades,PSP,2011,Role-Playing,FuRyu,0,0,0.06,0,0.06,61,8,7.5,15,FuRyu,Teen,Other,Playstation
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0,0.06,35,7,4.7,10,Nikitova Games,E10+,Other,Nintendo
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0,0,0,0.06,55,14,7.8,4,Racjin,Everyone,Other,Playstation
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0,0,0.06,,,4,6,Virtuos,E10+,Activision,Xbox
Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83,8,8.7,51,Nitro+,Mature,Other,Playstation
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,67,40,7.6,71,Gust,Teen,Other,Playstation
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01,0.06,70,44,5.6,186,Gas Powered Games,E10+,Microsoft Game Studios,PC
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,0.06,0,0.06,68,36,7.9,31,Sandlot,Teen,Other,Playstation
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06,68,34,7.8,14,Gust,E10+,Other,Playstation
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.06,0,0,0.06,,,6.8,21,TT Games,E10+,Other,PC
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0,0,0,0.06,59,9,8,5,Sonic Powered,Everyone,Other,Nintendo
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0,0,0.06,68,7,6.8,33,TT Games,E10+,Other,PC
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0,0,0.01,0.06,76,10,7.9,100,WayForward,Everyone,Other,Nintendo
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0,0.01,0.06,79,15,6.9,8,Digital Mayhem,Teen,Other,Playstation
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0,0.01,0.06,48,10,4.8,14,Nordic Games Publishing,Everyone,Other,Xbox
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76,11,8.8,33,Spike Chunsoft,Teen,Other,Playstation
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0,0.01,0.06,,,8,7,Arc System Works,Teen,Other,Playstation
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0,0.01,0.06,80,15,7.8,61,Traveller's Tales,E10+,Other,PC
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,47,10,5.4,24,Hydravision,Mature,Other,Playstation
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06,61,11,8,6,Mass Media,Everyone,Other,Playstation
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0,0.01,0.06,64,40,7.9,51,Sandlot,Mature,Other,Playstation
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06,71,41,7.6,20,Darkworks,Mature,Ubisoft,Xbox
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,60,38,6.7,116,Spiders,Mature,Other,Playstation
Theme Park,DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06,72,15,7.6,14,EA Japan Studio,Everyone,Electronic Arts,Nintendo
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06,77,51,8.1,37,Headfirst Productions,Mature,Take-Two Interactive,Xbox
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,81,24,7.4,177,Bizarre Creations,E10+,Activision,PC
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01,0.06,75,30,7.9,35,Pendulo Studios,E10+,Other,PC
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06,48,24,7.1,23,Totally Games,Teen,Other,Nintendo
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0,0.06,71,22,7.3,6,Acclaim,Teen,Other,Nintendo
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0,0,0.06,65,12,7.6,8,"10tacle Studios, Fusionsphere Systems",Teen,Other,Nintendo
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0,0,0,0.06,,,7.4,5,Sony Online Entertainment,Teen,Sony,PC
